,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,0.4796392602079055,0.6101048588752747,0.5971661610599244,[0.52497096 0.66936136],0.6430478725254845,[0.72435897 0.56173677],0.6198287795992714,[0.41165756 0.828     ],0.2383994370698929,0.6441280841827393,0.6212938005390836,[0.71428571 0.52830189],0.6200425305688464,[0.73099415 0.50909091],0.623671815094753,[0.69832402 0.54901961],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(256, 256)",0.1,0.0005,1,focal,2,False,,Conv1d,,concatenation,64,5
0,0.3424592807012446,0.6272640824317932,0.6271000448215638,[0.61927945 0.63492063],0.6303592757329504,[0.66527197 0.59544658],0.6296174863387978,[0.57923497 0.68      ],0.21447284817695617,0.7259786128997803,0.6570183086312118,[0.81081081 0.50322581],0.7297666335650447,[0.72368421 0.73584906],0.6520703253368386,[0.92178771 0.38235294],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(256, 256)",0.1,0.0005,12,focal,2,False,,Conv1d,,concatenation,64,5
0,0.8140043020248413,0.5300285816192627,0.5299670895072697,[0.53534402 0.52459016],0.5306025954376163,[0.5546875  0.50651769],0.5306520947176685,[0.51730419 0.544     ],0.26781839728355405,0.690391480922699,0.6390254706533776,[0.7751938  0.50285714],0.6619467860906216,[0.72115385 0.60273973],0.6346806879176252,[0.83798883 0.43137255],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(256, 256)",0.1,0.0005,123,focal,2,False,,Conv1d,,concatenation,64,5
0,0.42425312890725975,0.5776930451393127,0.568390940711536,[0.50502793 0.63175395],0.5968598656459928,[0.65317919 0.54054054],0.5858287795992714,[0.41165756 0.76      ],0.22066799700260162,0.6654804348945618,0.6281813063063063,[0.74594595 0.51041667],0.63347876672484,[0.72251309 0.54444444],0.6256709387665681,[0.77094972 0.48039216],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.001,1,focal,2,False,,Conv1d,,concatenation,64,6
0,0.3728683170150308,0.5938989520072937,0.5937922684235788,[0.60037523 0.5872093 ],0.5942521923764925,[0.61895551 0.56954887],0.5944389799635701,[0.58287796 0.606     ],0.22810060381889344,0.708185076713562,0.6361942655046103,[0.79802956 0.47435897],0.6994207864251918,[0.71365639 0.68518519],0.6338865155000548,[0.90502793 0.3627451 ],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.001,12,focal,2,False,,Conv1d,,concatenation,64,6
0,0.3849587089875165,0.6081982851028442,0.6078775735538212,[0.61909175 0.5966634 ],0.6079652452103101,[0.63018868 0.58574181],0.6081894353369763,[0.60837887 0.608     ],0.2187847226858139,0.7580071091651917,0.7093221370329804,[0.82828283 0.59036145],0.7606926843317972,[0.75576037 0.765625  ],0.6982966370905904,[0.91620112 0.48039216],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.001,123,focal,2,False,,Conv1d,,concatenation,64,6
0,0.3390020026880152,0.58913254737854,0.5760900852753517,[0.5017341  0.65044607],0.6168878546635121,[0.68670886 0.54706685],0.598632058287796,[0.39526412 0.802     ],0.24585686922073363,0.5907472968101501,0.5391800356506239,[0.69333333 0.38502674],0.5433973589435774,[0.66326531 0.42352941],0.5395990798554059,[0.72625698 0.35294118],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.0001,1,focal,2,False,,Conv1d,,concatenation,64,7
0,0.9602914960945353,0.5243088603019714,0.5240995456929931,[0.5340803  0.51411879],0.5244207434549645,[0.54789272 0.50094877],0.5244735883424407,[0.52094718 0.528     ],0.3695303797721863,0.708185076713562,0.6542316926770708,[0.79081633 0.51764706],0.6873791770229218,[0.72769953 0.64705882],0.6486471683645525,[0.86592179 0.43137255],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.0001,12,focal,2,False,,Conv1d,,concatenation,64,7
0,1.2568723874933578,0.6148713231086731,0.6140291438979963,[0.63205829 0.596     ],0.6140291438979963,[0.63205829 0.596     ],0.6140291438979963,[0.63205829 0.596     ],0.34155079126358034,0.7615658044815063,0.7448120688019302,[0.8101983  0.67942584],0.7426952411644645,[0.82183908 0.6635514 ],0.7474805564683974,[0.79888268 0.69607843],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.0001,123,focal,2,False,,Conv1d,,concatenation,64,7
0,0.49798747371224794,0.567206859588623,0.5539264171443559,[0.47695853 0.63089431],0.5902048353158416,[0.64890282 0.53150685],0.5765245901639344,[0.37704918 0.776     ],0.2841391324996948,0.6085408926010132,0.5555843110190936,[0.70899471 0.40217391],0.5622931731829881,[0.67336683 0.45121951],0.5556742249972615,[0.74860335 0.3627451 ],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.0005,1,focal,2,False,,Conv1d,,concatenation,64,8
0,0.7912938770125894,0.5204957127571106,0.5204887380325975,[0.52231719 0.51866029],0.5214413135284695,[0.54563492 0.49724771],0.5214553734061931,[0.50091075 0.542     ],0.43925806879997253,0.7295373678207397,0.6350150396499863,[0.82075472 0.44927536],0.7856575963718821,[0.71020408 0.86111111],0.6379943038667981,[0.97206704 0.30392157],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.0005,12,focal,2,False,,Conv1d,,concatenation,64,8
0,0.44321242150138407,0.5977120995521545,0.5963471568734726,[0.61981982 0.57287449],0.5965543818123374,[0.61319073 0.57991803],0.5962969034608379,[0.62659381 0.566     ],0.26152363419532776,0.7188612222671509,0.6361117941152364,[0.80963855 0.46258503],0.7337099811676082,[0.71186441 0.75555556],0.6359404096834265,[0.93854749 0.33333333],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.0005,123,focal,2,False,,Conv1d,,concatenation,64,8
0,0.63544720937224,0.5643470287322998,0.5640792016185865,[0.57488372 0.55327468],0.5642807290492842,[0.58745247 0.54110899],0.5644207650273223,[0.56284153 0.566     ],0.2659599095582962,0.7153024673461914,0.660381919265168,[0.79695431 0.52380952],0.6984496124031008,[0.73023256 0.66666667],0.6542337605433235,[0.87709497 0.43137255],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.001,1,focal,2,False,,Conv1d,,concatenation,64,9
0,0.3718821195995106,0.5471878051757812,0.5449231682535334,[0.57702582 0.51282051],0.5453878598936366,[0.56445993 0.52631579],0.5450819672131147,[0.59016393 0.5       ],0.2145082861185074,0.7366548180580139,0.699334875650665,[0.80526316 0.59340659],0.7180970149253731,[0.76119403 0.675     ],0.6920801840289188,[0.8547486  0.52941176],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.001,12,focal,2,False,,Conv1d,,concatenation,64,9
0,0.32941507153651295,0.6329838037490845,0.6310471622701839,[0.60431655 0.65777778],0.6426981132075471,[0.69339623 0.592     ],0.63775956284153,[0.53551913 0.74      ],0.21844096779823302,0.708185076713562,0.6469849246231156,[0.79396985 0.5       ],0.6913757548976285,[0.72146119 0.66129032],0.6423211742797678,[0.88268156 0.40196078],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.001,123,focal,2,False,,Conv1d,,concatenation,64,9
0,0.704747571664698,0.602478563785553,0.6014993208508359,[0.58174524 0.62125341],0.608186504635132,[0.64732143 0.56905158],0.6061165755919855,[0.52823315 0.684     ],2.412481164932251,0.5658363103866577,0.4820824268793812,[0.69035533 0.27380952],0.4905214940098661,[0.63255814 0.34848485],0.49263336619564024,[0.75977654 0.2254902 ],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.0001,1,focal,2,False,,Conv1d,,concatenation,64,10
0,0.3745650140678181,0.5729265809059143,0.5703649528267388,[0.53719008 0.60353982],0.5808974504678561,[0.62052506 0.54126984],0.5777941712204008,[0.47358834 0.682     ],0.2599408447742462,0.7829181551933289,0.73644233282593,[0.84711779 0.62576687],0.8021236959761551,[0.76818182 0.83606557],0.7220670391061452,[0.94413408 0.5       ],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.0001,12,focal,2,False,,Conv1d,,concatenation,64,10
0,0.5823047248756185,0.5919923782348633,0.5895450888612594,[0.62123894 0.55785124],0.5905269429365815,[0.60413081 0.57692308],0.589672131147541,[0.63934426 0.54      ],0.3353896975517273,0.690391480922699,0.5842134802796061,[0.79432624 0.37410072],0.6956136464333186,[0.68852459 0.7027027 ],0.5967247234089166,[0.93854749 0.25490196],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.0001,123,focal,2,False,,Conv1d,,concatenation,64,10
0,0.354439798523398,0.6234509348869324,0.6181147899817976,[0.57297297 0.66325661],0.6413980746735797,[0.70478723 0.57800892],0.6303479052823315,[0.48269581 0.778     ],0.2448643833398819,0.5943060517311096,0.5467741935483872,[0.69354839 0.4       ],0.5501059821008007,[0.66839378 0.43181818],0.5466097053346478,[0.72067039 0.37254902],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.0005,1,focal,2,False,,Conv1d,,concatenation,64,11
0,0.43709877308677225,0.5757864713668823,0.5664423670804367,[0.63009144 0.5027933 ],0.5745654782642358,[0.5795107  0.56962025],0.5701730418943534,[0.69034608 0.45      ],0.23352284133434295,0.754448413848877,0.6996793729960812,[0.82793017 0.57142857],0.7637043823484502,[0.74774775 0.77966102],0.6891773469164202,[0.9273743  0.45098039],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.0005,12,focal,2,False,,Conv1d,,concatenation,64,11
0,0.3715142712873571,0.5729265809059143,0.5714775504249188,[0.5465587 0.5963964],0.5788285596922962,[0.61503417 0.54262295],0.5769016393442623,[0.49180328 0.662     ],0.22998124957084656,0.6441280841827393,0.5982040722946694,[0.73404255 0.46236559],0.60620618805898,[0.70050761 0.51190476],0.5962591740606857,[0.77094972 0.42156863],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.0005,123,focal,2,False,,Conv1d,,concatenation,64,11
0,0.36337194197318134,0.5977120995521545,0.5864646623171834,[0.51826484 0.65466448],0.624103111472549,[0.6941896  0.55401662],0.6067395264116575,[0.41347905 0.8       ],0.23784081935882567,0.6334519386291504,0.6011218147489699,[0.71468144 0.48756219],0.6018703518703519,[0.70879121 0.49494949],0.6005312739620988,[0.72067039 0.48039216],35,3,5,11,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.001,1,focal,2,False,,Conv1d,,concatenation,64,12
0,0.272610340924824,0.6167778968811035,0.6055476151278866,[0.53899083 0.6721044 ],0.6475236462571109,[0.72755418 0.56749311],0.6260255009107468,[0.428051 0.824   ],0.230625781416893,0.6227757930755615,0.58071509009009,[0.71351351 0.44791667],0.5844386271087841,[0.69109948 0.47777778],0.5794993975243729,[0.73743017 0.42156863],35,3,5,11,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.001,12,focal,2,False,,Conv1d,,concatenation,64,12
0,0.3201003653161666,0.6043851375579834,0.5972107723808546,[0.54345435 0.6509672 ],0.6238973552652798,[0.68611111 0.5616836 ],0.6119544626593807,[0.44990893 0.774     ],0.23524203300476074,0.6192170977592468,0.5756904362060936,[0.7115903  0.43979058],0.5797050561797753,[0.6875     0.47191011],0.5745974367400591,[0.73743017 0.41176471],35,3,5,11,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.001,123,focal,2,False,,Conv1d,,concatenation,64,12
0,0.450546417166205,0.6015252470970154,0.6000828140732849,[0.57606491 0.62410072],0.6084395237881575,[0.64988558 0.56699346],0.6056520947176685,[0.51730419 0.694     ],0.2674241751432419,0.7010676264762878,0.6302168191502694,[0.79207921 0.46835443],0.6859126984126984,[0.71111111 0.66071429],0.6282999233212838,[0.89385475 0.3627451 ],35,3,5,11,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.0001,1,focal,2,False,,Conv1d,,concatenation,64,13
0,0.41039758570053997,0.6205910444259644,0.6197613843351548,[0.602      0.63752277],0.6263450229515977,[0.66740576 0.58528428],0.6241347905282331,[0.54826958 0.7       ],0.31067159175872805,0.7366548180580139,0.6767101990049751,[0.8159204 0.5375   ],0.7384026596567188,[0.73542601 0.74137931],0.6688848723847081,[0.91620112 0.42156863],35,3,5,11,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.0001,12,focal,2,False,,Conv1d,,concatenation,64,13
0,0.598739026223912,0.5319352149963379,0.5297196811225537,[0.49744115 0.56199822],0.5375016930786943,[0.56775701 0.50724638],0.536311475409836,[0.44262295 0.63      ],0.25036698281764985,0.7793594002723694,0.7419421732432752,[0.84020619 0.64367816],0.7788410419989367,[0.77990431 0.77777778],0.729817066491401,[0.91061453 0.54901961],35,3,5,11,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.0001,123,focal,2,False,,Conv1d,,concatenation,64,13
0,0.327096386867411,0.6148713231086731,0.6132937681127681,[0.5885947  0.63799283],0.6226792837647341,[0.66743649 0.57792208],0.6192058287795992,[0.52641166 0.712     ],0.19671605229377748,0.7224199175834656,0.6688723712835387,[0.80203046 0.53571429],0.7083509513742072,[0.73488372 0.68181818],0.6619290174170227,[0.88268156 0.44117647],35,3,5,11,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.0005,1,focal,2,False,,Conv1d,,concatenation,64,14
0,0.3059810680501601,0.6139180064201355,0.6103772832196594,[0.57323498 0.64751958],0.6265947611710323,[0.68       0.57318952],0.6197231329690346,[0.49544627 0.744     ],0.22275556921958922,0.6156583428382874,0.566060398078243,[0.71276596 0.41935484],0.5722443799854968,[0.68020305 0.46428571],0.5654781465658889,[0.74860335 0.38235294],35,3,5,11,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.0005,12,focal,2,False,,Conv1d,,concatenation,64,14
0,0.36204221844673157,0.6072450280189514,0.6072417829282656,[0.60836502 0.60611855],0.6083844915852868,[0.6361829  0.58058608],0.6084389799635701,[0.58287796 0.634     ],0.21182718575000764,0.7224199175834656,0.6453398058252428,[0.81067961 0.48      ],0.7333690987124464,[0.7167382 0.75     ],0.6429510351626684,[0.93296089 0.35294118],35,3,5,11,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.0005,123,focal,2,False,,Conv1d,,concatenation,64,14
0,0.38187547291026397,0.5977120995521545,0.584214975391667,[0.50930233 0.65912763],0.6285127963819831,[0.70418006 0.55284553],0.6074535519125683,[0.3989071 0.816    ],0.23717097342014312,0.6370106935501099,0.6091687574997273,[0.71348315 0.50485437],0.6087570621468927,[0.71751412 0.5       ],0.6096505641362691,[0.70949721 0.50980392],35,3,5,11,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.001,1,focal,2,False,,Conv1d,,concatenation,64,15
0,0.2771437273306005,0.6263107657432556,0.6145811463363426,[0.68181818 0.54734411],0.6312375489043036,[0.61493411 0.64754098],0.6195136612021858,[0.76502732 0.474     ],0.25187393724918367,0.6405693888664246,0.5604002416319449,[0.74812968 0.37267081],0.592075125973431,[0.67567568 0.50847458],0.566053236937233,[0.83798883 0.29411765],35,3,5,11,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.001,12,focal,2,False,,Conv1d,,concatenation,64,15
0,0.37063388789401336,0.6043851375579834,0.5937147982129742,[0.65955701 0.52787258],0.6060686015831134,[0.6       0.6121372],0.598120218579235,[0.73224044 0.464     ],0.24278717935085298,0.6512455344200134,0.538262910798122,[0.76666667 0.30985915],0.6090248962655602,[0.66804979 0.55      ],0.5575638076459635,[0.89944134 0.21568627],35,3,5,11,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.001,123,focal,2,False,,Conv1d,,concatenation,64,15
0,0.3925260375527775,0.5853193402290344,0.5833565403020589,[0.55475947 0.61195361],0.5927562568663747,[0.63317757 0.55233494],0.5898123861566484,[0.49362477 0.686     ],0.2175119161605835,0.6868327260017395,0.6501414827391059,[0.76344086 0.53684211],0.657648374941121,[0.7357513  0.57954545],0.6466480446927374,[0.79329609 0.5       ],35,3,5,11,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.0001,1,focal,2,False,,Conv1d,,concatenation,64,16
