,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size,model_id
0,0.2641863796640845,0.522402286529541,0.5079133821035748,[0.59235151 0.42347526],0.5169695520484616,[0.53529412 0.49864499],0.515511839708561,[0.66302368 0.368     ],0.2314169704914093,0.6298932433128357,0.5963535911602209,[0.71270718 0.48      ],0.5973569755771161,[0.70491803 0.48979592],0.595629313177785,[0.72067039 0.47058824],"(64, 64)",0.1,0.001,12,focal,2,False,,64,3
0,0.2659549537826987,0.5166825652122498,0.4956945965551083,[0.59857482 0.39281437],0.5094820017559263,[0.52941176 0.48955224],0.5082622950819672,[0.68852459 0.328     ],0.23555750250816346,0.6156583428382874,0.5769488123118099,[0.70491803 0.44897959],0.5789623392877461,[0.68983957 0.46808511],0.5760214700405302,[0.72067039 0.43137255],"(64, 64)",0.1,0.001,123,focal,2,False,,64,3
0,0.27158460897557873,0.5100095272064209,0.4845810008870943,[0.59906396 0.37009804],0.5008612948348213,[0.52387449 0.4778481 ],0.5007267759562841,[0.69945355 0.302     ],0.23942263722419738,0.6120996475219727,0.5677594163220954,[0.70619946 0.42931937],0.5714829119850187,[0.68229167 0.46067416],0.5669021798663599,[0.73184358 0.40196078],"(64, 64)",0.1,0.0001,1,focal,2,False,,64,4
0,0.2643960863351822,0.522402286529541,0.5075795693151824,[0.59301381 0.42214533],0.5169141090078068,[0.53519062 0.4986376 ],0.5154225865209472,[0.66484517 0.366     ],0.238304004073143,0.6334519386291504,0.6045227847236456,[0.71148459 0.49756098],0.6043143885676885,[0.71348315 0.49514563],0.6047486033519553,[0.70949721 0.5       ],"(64, 64)",0.1,0.0001,12,focal,2,False,,64,4
0,0.2671600404907675,0.5138226747512817,0.49372586872586877,[0.59459459 0.39285714],0.5063988218700738,[0.52750353 0.48529412],0.5056193078324226,[0.68123862 0.33      ],0.23585401773452758,0.6156583428382874,0.5769488123118099,[0.70491803 0.44897959],0.5789623392877461,[0.68983957 0.46808511],0.5760214700405302,[0.72067039 0.43137255],"(64, 64)",0.1,0.0001,123,focal,2,False,,64,4
0,0.2905198037624359,0.49571019411087036,0.48041153519519175,[0.56956876 0.39125432],0.4877052446995058,[0.51470588 0.46070461],0.4887613843351548,[0.63752277 0.34      ],0.25036232471466063,0.6014235019683838,0.5708519690193083,[0.68539326 0.45631068],0.5705943068231204,[0.68926554 0.45192308],0.571174279767773,[0.68156425 0.46078431],"(64, 64)",0.1,0.0005,1,focal,2,False,,64,5
0,0.28036574230474587,0.498570054769516,0.45799935561946975,[0.60628743 0.30971129],0.4824970658700059,[0.51461245 0.45038168],0.48685245901639346,[0.73770492 0.236     ],0.24974650740623475,0.6227757930755615,0.5693175245806824,[0.72105263 0.41758242],0.5782960199004975,[0.68159204 0.475     ],0.5689560740497317,[0.76536313 0.37254902],"(64, 64)",0.1,0.0005,12,focal,2,False,,64,5
0,0.2828279558350058,0.5061963796615601,0.4948817199503231,[0.57048093 0.41928251],0.5003164507812257,[0.52359209 0.47704082],0.5002969034608379,[0.62659381 0.374     ],0.24919989407062532,0.608540952205658,0.5834231805929919,[0.68571429 0.48113208],0.5826953748006379,[0.70175439 0.46363636],0.585195530726257,[0.67039106 0.5       ],"(64, 64)",0.1,0.0005,123,focal,2,False,,64,5
0,0.26144903722931356,0.5338417291641235,0.5248887386365215,[0.59010897 0.45966851],0.5300820489226287,[0.54658385 0.51358025],0.5285828779599271,[0.64116576 0.416     ],0.2393222987651825,0.626334547996521,0.6000786152866069,[0.70254958 0.49760766],0.5993124932860673,[0.71264368 0.48598131],0.6012706758681126,[0.69273743 0.50980392],"(128, 128)",0.5,0.001,1,focal,2,False,,64,6
0,0.28199688476674695,0.5214489698410034,0.4579648386034256,[0.64346591 0.27246377],0.5110471172109552,[0.52735739 0.49473684],0.506568306010929,[0.82513661 0.188     ],0.2395410120487213,0.6476868391036987,0.5782763586750549,[0.74936709 0.40718563],0.6041310541310542,[0.68518519 0.52307692],0.5800744878957169,[0.82681564 0.33333333],"(128, 128)",0.5,0.001,12,focal,2,False,,64,6
0,0.272146595751538,0.5071496367454529,0.49794998690102266,[0.565911   0.42998897],0.5020187987477707,[0.52492212 0.47911548],0.5019216757741348,[0.61384335 0.39      ],0.23998284935951233,0.608540952205658,0.580209691438505,[0.68926554 0.47115385],0.5797035040431266,[0.69714286 0.46226415],0.5809782013364004,[0.68156425 0.48039216],"(128, 128)",0.5,0.001,123,focal,2,False,,64,6
0,0.2644840566550984,0.5233556032180786,0.5087295342999514,[0.59349593 0.42396313],0.5179882525697503,[0.53597651 0.5       ],0.5164225865209472,[0.66484517 0.368     ],0.23686257898807525,0.626334547996521,0.5933766072683673,[0.70914127 0.47761194],0.5940725940725942,[0.7032967  0.48484848],0.5928360170883996,[0.7150838  0.47058824],"(128, 128)",0.5,0.0001,1,focal,2,False,,64,7
0,0.2702362432199366,0.5061963796615601,0.4828243257648438,[0.5927673  0.37288136],0.49691554446792086,[0.52143845 0.47239264],0.49735154826958106,[0.6867031 0.308    ],0.23533760905265808,0.6227757930755615,0.5904015401540154,[0.70555556 0.47524752],0.590828729281768,[0.70165746 0.48      ],0.5900427209990141,[0.70949721 0.47058824],"(128, 128)",0.5,0.0001,12,focal,2,False,,64,7
0,0.26906173720079307,0.5090562701225281,0.4868963801089775,[0.59352802 0.38026474],0.5005091349754689,[0.52367688 0.47734139],0.5004408014571949,[0.6848816 0.316    ],0.23290932774543763,0.6227757930755615,0.5827823845809055,[0.71195652 0.45360825],0.5856912813434553,[0.69312169 0.47826087],0.5816080622193012,[0.73184358 0.43137255],"(128, 128)",0.5,0.0001,123,focal,2,False,,64,7
0,0.2706942479400074,0.503336489200592,0.4773283475749418,[0.5939205 0.3607362],0.4928701180744777,[0.51907357 0.46666667],0.49399453551912564,[0.69398907 0.294     ],0.24082935154438018,0.6120996475219727,0.5677594163220954,[0.70619946 0.42931937],0.5714829119850187,[0.68229167 0.46067416],0.5669021798663599,[0.73184358 0.40196078],"(128, 128)",0.5,0.0005,1,focal,2,False,,64,8
0,0.29145463073954864,0.5061963796615601,0.5010046356496889,[0.55190311 0.45010616],0.5025867145743103,[0.52553542 0.47963801],0.502528233151184,[0.58105647 0.424     ],0.25228163599967957,0.6014235019683838,0.5788910297580817,[0.67630058 0.48148148],0.5783695766362013,[0.7005988  0.45614035],0.5817176032424143,[0.65363128 0.50980392],"(128, 128)",0.5,0.0005,12,focal,2,False,,64,8
0,0.27275848563979654,0.503336489200592,0.49896360184342275,[0.54577158 0.45215563],0.500064887392565,[0.52341137 0.4767184 ],0.5000637522768671,[0.5701275 0.43     ],0.243479186296463,0.6014235019683838,0.5773982167794607,[0.67816092 0.47663551],0.5767909974640744,[0.69822485 0.45535714],0.5796089385474861,[0.65921788 0.5       ],"(128, 128)",0.5,0.0005,123,focal,2,False,,64,8
0,0.2532431360553293,0.5176358222961426,0.5168239646370859,[0.53663004 0.49701789],0.516832994853653,[0.53959484 0.49407115],0.5168488160291439,[0.53369763 0.5       ],0.23740723133087158,0.6156583428382874,0.6003476611883691,[0.67857143 0.52212389],0.600960550647216,[0.72611465 0.47580645],0.607651440464454,[0.63687151 0.57843137],"(128, 128)",0.1,0.001,1,focal,2,False,,64,9
0,0.2653129442649729,0.5081029534339905,0.49435015581911534,[0.57774141 0.4109589 ],0.5016202459612406,[0.52451709 0.4787234 ],0.5014936247723133,[0.64298725 0.36      ],0.23079524636268617,0.6370106935501099,0.6058580858085808,[0.71666667 0.4950495 ],0.6063535911602209,[0.71270718 0.5       ],0.6054332347464125,[0.72067039 0.49019608],"(128, 128)",0.1,0.001,12,focal,2,False,,64,9
0,0.264337700956008,0.5309818983078003,0.514549189579665,[0.60386473 0.42523364],0.5261807480908605,[0.54112554 0.51123596],0.5235300546448087,[0.68306011 0.364     ],0.24381106495857238,0.6227757930755615,0.58071509009009,[0.71351351 0.44791667],0.5844386271087841,[0.69109948 0.47777778],0.5794993975243729,[0.73743017 0.42156863],"(128, 128)",0.1,0.001,123,focal,2,False,,64,9
0,0.26375456242000356,0.522402286529541,0.5012559964697342,[0.60395257 0.39855942],0.5160090257855621,[0.53351955 0.4984985 ],0.5139052823315119,[0.69581056 0.332     ],0.23991217613220214,0.626334547996521,0.5877174596520645,[0.71389646 0.46153846],0.5903397391901166,[0.69680851 0.48387097],0.5865100230036149,[0.73184358 0.44117647],"(128, 128)",0.1,0.0001,1,focal,2,False,,64,10
0,0.2691765795735752,0.5128694176673889,0.4941104967265857,[0.59152678 0.39669421],0.5056076914866541,[0.52706553 0.48414986],0.504976320582878,[0.67395264 0.336     ],0.23967672884464264,0.6227757930755615,0.5904015401540154,[0.70555556 0.47524752],0.590828729281768,[0.70165746 0.48      ],0.5900427209990141,[0.70949721 0.47058824],"(128, 128)",0.1,0.0001,12,focal,2,False,,64,10
0,0.2626549426247092,0.5233556032180786,0.5129954540052293,[0.58402662 0.44196429],0.518759571209801,[0.53751914 0.5       ],0.517672131147541,[0.63934426 0.396     ],0.2370206505060196,0.6227757930755615,0.5938420421075598,[0.70224719 0.48543689],0.5934919600173838,[0.70621469 0.48076923],0.5942600503888706,[0.69832402 0.49019608],"(128, 128)",0.1,0.0001,123,focal,2,False,,64,10
0,0.2636766337296542,0.5290753245353699,0.5159088701058973,[0.59574468 0.43607306],0.5244202680914293,[0.54086181 0.50797872],0.5225118397085611,[0.66302368 0.382     ],0.24181860983371734,0.6298932433128357,0.6031073446327684,[0.70621469 0.5       ],0.6024258760107817,[0.71428571 0.49056604],0.6040639719574981,[0.69832402 0.50980392],"(128, 128)",0.1,0.0005,1,focal,2,False,,64,11
0,0.4823341948144576,0.48236414790153503,0.4517194678587001,[0.58134156 0.32209738],0.46629106187929714,[0.5040107  0.42857143],0.47235154826958103,[0.6867031 0.258    ],0.3979366600513458,0.6192170977592468,0.5778114775966412,[0.7100271  0.44559585],0.5810005783689994,[0.68947368 0.47252747],0.5767061014349874,[0.73184358 0.42156863],"(128, 128)",0.1,0.0005,12,focal,2,False,,64,11
0,0.2826230841524461,0.498570054769516,0.4598077224310777,[0.60451128 0.31510417],0.4831086246106217,[0.51472471 0.45149254],0.487120218579235,[0.73224044 0.242     ],0.24902477860450745,0.6227757930755615,0.5693175245806824,[0.72105263 0.41758242],0.5782960199004975,[0.68159204 0.475     ],0.5689560740497317,[0.76536313 0.37254902],"(128, 128)",0.1,0.0005,123,focal,2,False,,64,11
0,0.25088133882073793,0.5319351553916931,0.5319351763584366,[0.53193518 0.53193518],0.5330983606557378,[0.558      0.50819672],0.5330983606557378,[0.50819672 0.558     ],0.2365686684846878,0.6014235019683838,0.5867212942535981,[0.66467066 0.50877193],0.5882232462877625,[0.71612903 0.46031746],0.5943695914119838,[0.62011173 0.56862745],"(256, 256)",0.5,0.001,1,focal,2,False,,64,12
0,0.26223748747040243,0.5204957127571106,0.5038752765536131,[0.59468171 0.41306884],0.5145176567736922,[0.53323699 0.49579832],0.5130655737704918,[0.67213115 0.354     ],0.23079954385757445,0.6227757930755615,0.5885911602209944,[0.70718232 0.47      ],0.5895226943236311,[0.69945355 0.47959184],0.5879340563040859,[0.7150838  0.46078431],"(256, 256)",0.5,0.001,12,focal,2,False,,64,12
0,0.29997942903462577,0.5023832321166992,0.4963299410583015,[0.55154639 0.44111349],0.49830279869618976,[0.52195122 0.47465438],0.49834972677595624,[0.58469945 0.412     ],0.26288347840309145,0.5978647470474243,0.5799701046337817,[0.66666667 0.49327354],0.5803977272727273,[0.70625    0.45454545],0.5852503012378135,[0.63128492 0.53921569],"(256, 256)",0.5,0.001,123,focal,2,False,,64,12
0,0.2599062980974422,0.522402286529541,0.5040104870059089,[0.59952038 0.40850059],0.5163735559989162,[0.53418803 0.49855908],0.5145300546448087,[0.68306011 0.346     ],0.23420229852199553,0.6334519386291504,0.5915524759740901,[0.72237197 0.46073298],0.5961493445692884,[0.69791667 0.49438202],0.5899879504874576,[0.74860335 0.43137255],"(256, 256)",0.5,0.0001,1,focal,2,False,,64,13
0,0.26780899482614856,0.5138226747512817,0.49751098921741743,[0.58804523 0.40697674],0.5072064989517819,[0.52830189 0.48611111],0.5065118397085611,[0.66302368 0.35      ],0.24024839103221893,0.626334547996521,0.5951397560272789,[0.70752089 0.48275862],0.5953520352035204,[0.70555556 0.48514851],0.5949446817833278,[0.70949721 0.48039216],"(256, 256)",0.5,0.0001,12,focal,2,False,,64,13
0,0.26176997230333443,0.525262176990509,0.5126119570085087,[0.591133   0.43409091],0.5203740854378098,[0.53811659 0.50263158],0.5188688524590164,[0.6557377 0.382    ],0.23843359351158142,0.6049821972846985,0.5701409848265597,[0.69252078 0.44776119],0.5706793206793207,[0.68681319 0.45454545],0.569750246467302,[0.69832402 0.44117647],"(256, 256)",0.5,0.0001,123,focal,2,False,,64,13
0,0.2641756350503248,0.519542396068573,0.5012301886792453,[0.5968     0.40566038],0.5131749389214095,[0.532097   0.49425287],0.5117085610200365,[0.67941712 0.344     ],0.24091805517673492,0.6192170977592468,0.5798644588835324,[0.70844687 0.45128205],0.58230382063601,[0.69148936 0.47311828],0.5788147661299157,[0.72625698 0.43137255],"(256, 256)",0.5,0.0005,1,focal,2,False,,64,14
0,0.2860797783907722,0.5081029534339905,0.4551592797783934,[0.625      0.28531856],0.49195779818512586,[0.51995163 0.46396396],0.49462112932604735,[0.78324226 0.206     ],0.2504017174243927,0.6405693888664246,0.58093761535622,[0.73901809 0.42285714],0.5971746575342466,[0.6875     0.50684932],0.5808138898017308,[0.79888268 0.3627451 ],"(256, 256)",0.5,0.0005,12,focal,2,False,,64,14
0,0.27315189908532533,0.5185891389846802,0.5141741432738964,[0.56048738 0.46786091],0.5155493689680772,[0.53666667 0.49443207],0.5152604735883425,[0.58652095 0.444     ],0.24845119714736938,0.5978647470474243,0.5772861003501205,[0.67055394 0.48401826],0.5771054825932874,[0.70121951 0.45299145],0.5810329718479571,[0.6424581  0.51960784],"(256, 256)",0.5,0.0005,123,focal,2,False,,64,14
0,0.25290108515935783,0.519542396068573,0.5195210259989531,[0.52272727 0.51631478],0.5203443306622415,[0.5443787  0.49630996],0.5203661202185792,[0.50273224 0.538     ],0.23707233667373656,0.6120996475219727,0.6004409251601288,[0.66869301 0.53218884],0.6033078880407124,[0.73333333 0.47328244],0.6111841384598532,[0.61452514 0.60784314],"(256, 256)",0.1,0.001,1,focal,2,False,,64,15
0,0.26261114986503825,0.5243088603019714,0.5168892322203672,[0.57675997 0.4570185 ],0.5204379285524869,[0.53968254 0.50119332],0.5196539162112932,[0.61930783 0.42      ],0.23053809702396394,0.6192170977592468,0.5908416683676941,[0.69859155 0.48309179],0.5903679653679654,[0.70454545 0.47619048],0.5914667542994851,[0.69273743 0.49019608],"(256, 256)",0.1,0.001,12,focal,2,False,,64,15
0,0.26204191498896656,0.5319351553916931,0.5241707430862538,[0.58495351 0.46338798],0.5282923492075557,[0.54574132 0.51084337],0.5271183970856101,[0.63023679 0.424     ],0.2432884156703949,0.6192170977592468,0.5940238452086793,[0.6951567 0.492891 ],0.5931832728824409,[0.70930233 0.47706422],0.5956840836893416,[0.68156425 0.50980392],"(256, 256)",0.1,0.001,123,focal,2,False,,64,15
0,0.2631991084884195,0.5128694176673889,0.5012667461232359,[0.57733664 0.42519685],0.5073245306535795,[0.52878788 0.48586118],0.5068506375227686,[0.63570128 0.378     ],0.2373002737760544,0.6227757930755615,0.5985714285714285,[0.69714286 0.5       ],0.5976342371079213,[0.71345029 0.48181818],0.6005860444736554,[0.68156425 0.51960784],"(256, 256)",0.1,0.0001,1,focal,2,False,,64,16
0,0.2791297838968389,0.5100095272064209,0.49818889137070954,[0.57520661 0.42117117],0.5042169003540403,[0.52647504 0.48195876],0.5039398907103825,[0.63387978 0.374     ],0.24636377096176149,0.5943060517311096,0.564944589308996,[0.6779661  0.45192308],0.56455525606469,[0.68571429 0.44339623],0.565587687589002,[0.67039106 0.46078431],"(256, 256)",0.1,0.0001,12,focal,2,False,,64,16
0,0.2671046519980711,0.5081029534339905,0.49562420329936563,[0.57495881 0.41628959],0.5019893483709273,[0.52481203 0.47916667],0.5018506375227687,[0.63570128 0.368     ],0.24310992658138275,0.6120996475219727,0.587970996946339,[0.68767908 0.48826291],0.5871754107048225,[0.70588235 0.46846847],0.5900974915105707,[0.67039106 0.50980392],"(256, 256)",0.1,0.0001,123,focal,2,False,,64,16
0,0.25310831122538624,0.5424213409423828,0.5383091876031543,[0.58188153 0.49473684],0.5399091077722129,[0.55759599 0.52222222],0.5391894353369764,[0.60837887 0.47      ],0.2363433837890625,0.6334519386291504,0.6092005238924669,[0.70655271 0.51184834],0.6081715382974184,[0.72093023 0.49541284],0.6110745974367401,[0.69273743 0.52941176],"(256, 256)",0.1,0.0005,1,focal,2,False,,64,17
0,0.30004017580957976,0.5138226747512817,0.5051337551337551,[0.57070707 0.43956044],0.5091606549868315,[0.53051643 0.48780488],0.5087431693989071,[0.61748634 0.4       ],0.2610073029994965,0.6049821972846985,0.5804108317526939,[0.68194842 0.47887324],0.5797297297297297,[0.7        0.45945946],0.5824022346368716,[0.66480447 0.5       ],"(256, 256)",0.1,0.0005,12,focal,2,False,,64,17
0,0.3006550327819936,0.49380362033843994,0.4668169483251252,[0.58677043 0.34686347],0.4813537470482011,[0.51222826 0.45047923],0.48435154826958104,[0.6867031 0.282    ],0.26283242702484133,0.608540952205658,0.5626768534238823,[0.70430108 0.42105263],0.5666509656146962,[0.67875648 0.45454545],0.5620002190820462,[0.73184358 0.39215686],"(256, 256)",0.1,0.0005,123,focal,2,False,,64,17
