,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,embedding_dim,num_features,log_signature,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,0.27530734942239876,0.6177312135696411,0.6165589674732941,[0.63775971 0.59535822],0.6167155757031586,[0.63261649 0.60081466],0.6164936247723133,[0.64298725 0.59      ],0.219019290804863,0.6441280841827393,0.6044481981981982,[0.72972973 0.47916667],0.6089586969168121,[0.70680628 0.51111111],0.6025851681454705,[0.75418994 0.45098039],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(128, 128)",0.1,0.001,12,False,focal,2,False,,Conv1d,,concatenation,64,3
0,0.7279220276019153,0.5786463618278503,0.5708936438011329,[0.62857143 0.51321586],0.5772708849530452,[0.58346334 0.57107843],0.5736193078324227,[0.68123862 0.466     ],0.27767097353935244,0.6797152757644653,0.6421901528013583,[0.75806452 0.52631579],0.6493758831841734,[0.73056995 0.56818182],0.6389527878190382,[0.7877095  0.49019608],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(128, 128)",0.1,0.001,123,False,focal,2,False,,Conv1d,,concatenation,64,3
0,0.3466185681960162,0.6234509348869324,0.6224504207346797,[0.64188577 0.60301508],0.6225248878678482,[0.63898917 0.60606061],0.6224043715846994,[0.64480874 0.6       ],0.19446468055248262,0.7259786128997803,0.6648595901550471,[0.80798005 0.52173913],0.7207970682546954,[0.72972973 0.71186441],0.6583963194216234,[0.90502793 0.41176471],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(128, 128)",0.1,0.0001,1,False,focal,2,False,,Conv1d,,concatenation,64,4
0,0.3210617093478932,0.6291706562042236,0.627785151030051,[0.60507614 0.65049416],0.6370122872921562,[0.68348624 0.59053834],0.6334025500910747,[0.5428051 0.724    ],0.2099725365638733,0.6939501762390137,0.6505783689994217,[0.77368421 0.52747253],0.6656716417910448,[0.73134328 0.6       ],0.6459086427867236,[0.82122905 0.47058824],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(128, 128)",0.1,0.0001,12,False,focal,2,False,,Conv1d,,concatenation,64,4
0,0.2859816735281664,0.5967588424682617,0.5827817932051259,[0.50641774 0.65914585],0.6282511348300822,[0.70454545 0.55195682],0.606632058287796,[0.39526412 0.818     ],0.2464529752731323,0.6192170977592468,0.5778114775966412,[0.7100271  0.44559585],0.5810005783689994,[0.68947368 0.47252747],0.5767061014349874,[0.73184358 0.42156863],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(128, 128)",0.1,0.0001,123,False,focal,2,False,,Conv1d,,concatenation,64,4
0,0.341642884647145,0.6224976181983948,0.6224561020831061,[0.62641509 0.61849711],0.6231803665092863,[0.64970646 0.59665428],0.623367941712204,[0.60473588 0.642     ],0.19884588420391083,0.7117437720298767,0.6659916354831609,[0.78961039 0.54237288],0.6889320388349515,[0.73786408 0.64      ],0.659875123233651,[0.84916201 0.47058824],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(128, 128)",0.1,0.0005,1,False,focal,2,False,,Conv1d,,concatenation,64,5
0,0.2771932920988868,0.6158245801925659,0.6156848948319138,[0.62301216 0.60835763],0.6160335175221754,[0.64038462 0.59168242],0.6162786885245901,[0.60655738 0.626     ],0.20470940470695495,0.6797152757644653,0.647457343593175,[0.75409836 0.54081633],0.6508988508362725,[0.73796791 0.56382979],0.645278781903823,[0.77094972 0.51960784],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(128, 128)",0.1,0.0005,12,False,focal,2,False,,Conv1d,,concatenation,64,5
0,0.4783797509530011,0.6120114326477051,0.6043472015642883,[0.65941423 0.54928018],0.6126458680638247,[0.60990712 0.61538462],0.6068342440801457,[0.71766849 0.496     ],0.2794305205345154,0.6761565804481506,0.6426884650317892,[0.7520436  0.53333333],0.6465911690688629,[0.73404255 0.55913978],0.6403768211195092,[0.77094972 0.50980392],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(128, 128)",0.1,0.0005,123,False,focal,2,False,,Conv1d,,concatenation,64,5
0,0.41604843735694885,0.6148713231086731,0.6109736215962165,[0.5720339  0.64991334],0.6284693996051562,[0.6835443 0.5733945],0.6209016393442623,[0.49180328 0.75      ],0.20886529386043548,0.6832740306854248,0.6659453683296601,[0.74202899 0.58986175],0.6638030382399163,[0.77108434 0.55652174],0.6712673896374193,[0.7150838  0.62745098],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.5,0.001,1,False,focal,2,False,,Conv1d,,concatenation,64,6
0,0.35557779845069437,0.6367969512939453,0.6343392756666255,[0.60436137 0.66431718],0.6482996690631062,[0.70289855 0.59370079],0.6420273224043715,[0.53005464 0.754     ],0.2037256896495819,0.6370106935501099,0.5879054520358868,[0.73015873 0.44565217],0.5967336683417086,[0.69346734 0.5       ],0.5864552524920583,[0.77094972 0.40196078],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.5,0.001,12,False,focal,2,False,,Conv1d,,concatenation,64,6
0,0.32643475339693184,0.6148713231086731,0.6145346721967546,[0.60314342 0.62592593],0.6186714212190281,[0.65458422 0.58275862],0.6175992714025501,[0.55919854 0.676     ],0.2184763580560684,0.6441280841827393,0.6101121101121101,[0.72527473 0.49494949],0.6119650900900901,[0.71351351 0.51041667],0.6089111622302552,[0.73743017 0.48039216],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.5,0.001,123,False,focal,2,False,,Conv1d,,concatenation,64,6
0,0.3340834256480722,0.599618673324585,0.5906820664897767,[0.53020134 0.65116279],0.6218873517786561,[0.68695652 0.55681818],0.6078469945355192,[0.43169399 0.784     ],0.2284216731786728,0.6120996475219727,0.5699201033461112,[0.70460705 0.43523316],0.5728744939271255,[0.68421053 0.46153846],0.5690108445612883,[0.72625698 0.41176471],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.5,0.0001,1,False,focal,2,False,,Conv1d,,concatenation,64,7
0,0.30730994045734406,0.5967588424682617,0.5815479238514486,[0.50176678 0.66132906],0.6307009345794392,[0.71       0.55140187],0.6069890710382513,[0.38797814 0.826     ],0.2421375870704651,0.6370106935501099,0.6075418994413408,[0.7150838 0.5      ],0.6075418994413408,[0.7150838 0.5      ],0.6075418994413408,[0.7150838 0.5      ],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.5,0.0001,12,False,focal,2,False,,Conv1d,,concatenation,64,7
0,0.2881132802542518,0.599618673324585,0.5889498432601881,[0.52272727 0.65517241],0.6252871773725269,[0.69486405 0.55571031],0.608471766848816,[0.41894353 0.798     ],0.2427310198545456,0.6049821972846985,0.5620287290955811,[0.69918699 0.42487047],0.5647484094852516,[0.67894737 0.45054945],0.561315587687589,[0.72067039 0.40196078],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.5,0.0001,123,False,focal,2,False,,Conv1d,,concatenation,64,7
0,0.26676763243534984,0.6205910444259644,0.620215189136478,[0.63216266 0.60826772],0.62024412059863,[0.64165103 0.59883721],0.6204754098360656,[0.62295082 0.618     ],0.18844789862632752,0.7224199175834656,0.6773728214790391,[0.79792746 0.55681818],0.7030617574095834,[0.74396135 0.66216216],0.6703636761967356,[0.8603352  0.48039216],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.5,0.0005,1,False,focal,2,False,,Conv1d,,concatenation,64,8
0,0.33693763789008646,0.6244041919708252,0.6243055252556103,[0.61821705 0.630394  ],0.6270475312570872,[0.66045549 0.59363958],0.626528233151184,[0.58105647 0.672     ],0.2001567304134369,0.6868327260017395,0.658453038674033,[0.75690608 0.56      ],0.660031225604996,[0.74863388 0.57142857],0.6571913681673787,[0.76536313 0.54901961],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.5,0.0005,12,False,focal,2,False,,Conv1d,,concatenation,64,8
0,0.34205688974436593,0.6272640824317932,0.6247418813271668,[0.65550661 0.59397715],0.6262614349213838,[0.63481229 0.61771058],0.6247978142076502,[0.67759563 0.572     ],0.22036081850528716,0.6832740306854248,0.6414223241809449,[0.76392573 0.51891892],0.6527929901423877,[0.72727273 0.57831325],0.6375287545185673,[0.80446927 0.47058824],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.5,0.0005,123,False,focal,2,False,,Conv1d,,concatenation,64,8
0,0.43171216985758615,0.6129647493362427,0.6114729751426777,[0.63554758 0.58739837],0.6118280552914503,[0.62654867 0.59710744],0.6114043715846995,[0.64480874 0.578     ],0.2071412295103073,0.6725978851318359,0.606729950103444,[0.76767677 0.44578313],0.6392929147465438,[0.70046083 0.578125  ],0.6059535546062,[0.84916201 0.3627451 ],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.1,0.001,1,False,focal,2,False,,Conv1d,,concatenation,64,9
0,0.32126105532926674,0.6329838037490845,0.6309433189834389,[0.65838509 0.60350154],0.6319745957581233,[0.64186851 0.62208068],0.6308870673952641,[0.67577413 0.586     ],0.22772161960601806,0.6654804348945618,0.5893345771144278,[0.76616915 0.4125    ],0.6297742384413174,[0.69058296 0.56896552],0.5919323036477161,[0.8603352  0.32352941],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.1,0.001,12,False,focal,2,False,,Conv1d,,concatenation,64,9
0,0.41382702659158144,0.605338454246521,0.5976508649441898,[0.65326633 0.5420354 ],0.6055434031775271,[0.60465116 0.60643564],0.6001912568306011,[0.71038251 0.49      ],0.21785417795181275,0.6797152757644653,0.6097222222222223,[0.775      0.44444444],0.6506787330316741,[0.70135747 0.6       ],0.6094314820900427,[0.86592179 0.35294118],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.1,0.001,123,False,focal,2,False,,Conv1d,,concatenation,64,9
0,0.3779940079240238,0.6167778968811035,0.6138721019668167,[0.64736842 0.58037578],0.6156761908984106,[0.62436548 0.6069869 ],0.6140655737704919,[0.67213115 0.556     ],0.20200682282447815,0.7046263217926025,0.6360160431980274,[0.79404467 0.47798742],0.6904761904761905,[0.71428571 0.66666667],0.6332018841055975,[0.89385475 0.37254902],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.1,0.0001,1,False,focal,2,False,,Conv1d,,concatenation,64,10
0,0.34548503686400023,0.6120114326477051,0.6078547895405411,[0.5674814  0.64822818],0.6259493523436772,[0.68112245 0.57077626],0.6181693989071038,[0.4863388 0.75     ],0.23011452257633208,0.5907472968101501,0.5257905935872037,[0.7012987  0.35028249],0.5343365695792881,[0.65533981 0.41333333],0.5290557563807646,[0.75418994 0.30392157],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.1,0.0001,12,False,focal,2,False,,Conv1d,,concatenation,64,10
0,0.4143868632176343,0.6434699892997742,0.6389788646853998,[0.67924528 0.59871245],0.6438242841707186,[0.64181524 0.64583333],0.6396557377049181,[0.72131148 0.558     ],0.21588193476200104,0.6868327260017395,0.6382256554307115,[0.77083333 0.50561798],0.6570282413350449,[0.72195122 0.59210526],0.6339960565231679,[0.82681564 0.44117647],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.1,0.0001,123,False,focal,2,False,,Conv1d,,concatenation,64,10
0,0.35482608833733725,0.6158245801925659,0.6157896793695543,[0.61945231 0.61212705],0.6165593510131325,[0.64313725 0.58998145],0.6167249544626594,[0.59744991 0.636     ],0.2038920432329178,0.6690391302108765,0.6312075753940813,[0.74932615 0.51308901],0.6372600655430711,[0.72395833 0.5505618 ],0.6284642348559536,[0.77653631 0.48039216],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.1,0.0005,1,False,focal,2,False,,Conv1d,,concatenation,64,11
0,0.28063422441482544,0.6272640824317932,0.6241159839990469,[0.65851528 0.58971668],0.6264296931715483,[0.63255034 0.62030905],0.6243515482695811,[0.6867031 0.562    ],0.207169571518898,0.690391480922699,0.6390254706533776,[0.7751938  0.50285714],0.6619467860906216,[0.72115385 0.60273973],0.6346806879176252,[0.83798883 0.43137255],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.1,0.0005,12,False,focal,2,False,,Conv1d,,concatenation,64,11
0,0.6651771892519558,0.6015252470970154,0.5928641995483717,[0.65224626 0.53348214],0.6019208161244914,[0.60030628 0.60353535],0.5960127504553734,[0.7140255 0.478    ],0.28677068948745726,0.6619216799736023,0.617248548283031,[0.74801061 0.48648649],0.6271449434100036,[0.71212121 0.54216867],0.6144429838974697,[0.7877095  0.44117647],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.1,0.0005,123,False,focal,2,False,,Conv1d,,concatenation,64,11
0,0.36313771237345305,0.6339371204376221,0.6322524101665206,[0.65714286 0.60736196],0.6329111373278913,[0.64448336 0.62133891],0.6321548269581057,[0.67030965 0.594     ],0.19088268280029297,0.708185076713562,0.6705273392816289,[0.78191489 0.55913978],0.6826202562243171,[0.74619289 0.61904762],0.6655164859239785,[0.82122905 0.50980392],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(512, 512)",0.5,0.001,1,False,focal,2,False,,Conv1d,,concatenation,64,12
0,0.2610052070196937,0.6415634155273438,0.6415552502053843,[0.64326376 0.63984674],0.6426288584740827,[0.67128713 0.61397059],0.6427431693989072,[0.61748634 0.668     ],0.20946014821529388,0.6334519386291504,0.6171408918343321,[0.69616519 0.53811659],0.6166838842975206,[0.7375     0.49586777],0.6237265856063096,[0.65921788 0.58823529],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(512, 512)",0.5,0.001,12,False,focal,2,False,,Conv1d,,concatenation,64,12
0,0.3703175187110901,0.602478563785553,0.596082834630837,[0.54525627 0.6469094 ],0.6201438102534635,[0.67934783 0.56093979],0.6096867030965392,[0.45537341 0.764     ],0.22553344964981079,0.6263344883918762,0.5857028518471713,[0.71544715 0.45595855],0.5891266628108733,[0.69473684 0.48351648],0.5844013583086867,[0.73743017 0.43137255],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(512, 512)",0.5,0.001,123,False,focal,2,False,,Conv1d,,concatenation,64,12
0,0.3333029817132389,0.6101048588752747,0.6049349862477106,[0.55974166 0.65012831],0.6261112422311383,[0.68421053 0.56801196],0.6167941712204007,[0.47358834 0.76      ],0.22128718495368957,0.5943060517311096,0.5313377808988764,[0.703125   0.35955056],0.5397946084724006,[0.65853659 0.42105263],0.5339577171650783,[0.75418994 0.31372549],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(512, 512)",0.5,0.0001,1,False,focal,2,False,,Conv1d,,concatenation,64,13
0,0.3743141538956586,0.6043851375579834,0.5967869663275183,[0.54143646 0.65213747],0.6247649042592862,[0.68820225 0.56132756],0.6121329690346085,[0.44626594 0.778     ],0.23358741998672486,0.6014235019683838,0.5547255234861347,[0.69892473 0.41052632],0.5583784738577484,[0.67357513 0.44318182],0.554304962208347,[0.72625698 0.38235294],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(512, 512)",0.5,0.0001,12,False,focal,2,False,,Conv1d,,concatenation,64,13
0,0.31242462379090924,0.6101048588752747,0.6045796179811525,[0.55783784 0.6513214 ],0.6268889696816414,[0.68617021 0.56760773],0.6169726775956285,[0.46994536 0.764     ],0.2249693602323532,0.5943060517311096,0.5341186736474695,[0.70157068 0.36666667],0.5415877226222053,[0.66009852 0.42307692],0.5360663818600065,[0.74860335 0.32352941],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(512, 512)",0.5,0.0001,123,False,focal,2,False,,Conv1d,,concatenation,64,13
0,0.3533972133608425,0.6224976181983948,0.6223160513223357,[0.61403509 0.63059701],0.6256432246998285,[0.66037736 0.59090909],0.6248852459016394,[0.57377049 0.676     ],0.19440201818943023,0.7010676264762878,0.666044142614601,[0.77419355 0.55789474],0.6741933584550165,[0.74611399 0.60227273],0.6620385584401358,[0.80446927 0.51960784],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(512, 512)",0.5,0.0005,1,False,focal,2,False,,Conv1d,,concatenation,64,14
0,0.24942327422254226,0.6263107657432556,0.62417927908167,[0.65248227 0.59587629],0.6252361003931944,[0.63557858 0.61489362],0.6241548269581056,[0.67030965 0.578     ],0.19600164890289307,0.6797152757644653,0.6522277227722773,[0.75       0.55445545],0.6529281767955801,[0.74585635 0.56      ],0.6516047759886078,[0.75418994 0.54901961],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(512, 512)",0.5,0.0005,12,False,focal,2,False,,Conv1d,,concatenation,64,14
0,0.388696575866026,0.6205910444259644,0.6184269211084301,[0.64716312 0.58969072],0.6194539374563628,[0.63039724 0.60851064],0.6184225865209472,[0.66484517 0.572     ],0.21954233944416046,0.6939501762390137,0.6544555021734157,[0.7712766  0.53763441],0.6656393521875755,[0.73604061 0.5952381 ],0.6501259721765801,[0.81005587 0.49019608],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(512, 512)",0.5,0.0005,123,False,focal,2,False,,Conv1d,,concatenation,64,14
0,0.4032864377779119,0.6301239132881165,0.6300025453619869,[0.62330097 0.63670412],0.6329756083277209,[0.66735967 0.59859155],0.6323497267759564,[0.58469945 0.68      ],0.22457605600357056,0.6583629846572876,0.6221425369789331,[0.73913043 0.50515464],0.6260927076144467,[0.71957672 0.5326087 ],0.6200843465877971,[0.75977654 0.48039216],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(512, 512)",0.1,0.001,1,False,focal,2,False,,Conv1d,,concatenation,64,15
0,0.31207022333846374,0.6415634155273438,0.6365666855866549,[0.67918089 0.59395248],0.6421921039344682,[0.6388443  0.64553991],0.6374772313296904,[0.72495446 0.55      ],0.22401732504367827,0.6654804348945618,0.5893345771144278,[0.76616915 0.4125    ],0.6297742384413174,[0.69058296 0.56896552],0.5919323036477161,[0.8603352  0.32352941],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(512, 512)",0.1,0.001,12,False,focal,2,False,,Conv1d,,concatenation,64,15
0,0.5414762900156134,0.6186844706535339,0.611668455928627,[0.66386555 0.55947137],0.6193868342969013,[0.61622465 0.62254902],0.6137449908925319,[0.71948998 0.508     ],0.26203147172927854,0.6725978851318359,0.5851732991014121,[0.77560976 0.39473684],0.6441558441558441,[0.68831169 0.6       ],0.5911929017417022,[0.88826816 0.29411765],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(512, 512)",0.1,0.001,123,False,focal,2,False,,Conv1d,,concatenation,64,15
